EHMT1,Q9H9B1
EID1,Q9Y6B2
EID3,Q8N140
EIF2B5,Q13144
EIF2D,P41214
EIF2S1,P05198
EIF3B,P55884
EIF3F,O00303
EIF4A2,Q14240
EIF4B,P23588
EIF5B,O60841
ELAC1,Q9H777
ELANE,P08246
ELF1,P32519
ELL,P55199
ELMO2,Q96JJ3
ELN,P15502-2
ELOC,Q15369
ELP1,O95163
ELP2,Q6IA86
ELP5,Q8TE02
EMC10,Q5UCC4
EMC4,Q5J8M3
EMC7,Q9NPA0
EMD,P50402
EMID1,Q96A84-3
EMILIN3,Q9NT22
EML4,Q9HC35
EML6,Q6ZMW3
EMX1,Q04741
ENAH,Q8N8S7
ENDOD1,O94919
ENDOV,Q8N8Q3
ENG,P17813
ENPEP,Q07075
ENPP3,O14638
ENPP4,Q9Y6X5
ENTPD1,P49961-2
ENTPD3,O75355
ENTPD4,Q9Y227
ENTPD7,Q9NQZ7
EPAS1,Q99814
EPB41,P11171-5
EPB41L1,Q9H4G0
EPB41L2,O43491
EPCAM,P16422
EPHA10,Q5JZY3
EPHA2,P29317
EPHA8,P29322
EPHB4,P54760
EPHB6,O15197
EPHX1,P07099
EPN1,Q9Y6I3-1
EPN3,Q9H201
EPO,P01588
EPPK1,E9PPU0
EPRS1,P07814
EPS15,P42566
ERAP2,Q6P179
ERBB2IP,Q96RT1-2
ERC2,O15083
ERCC2,P18074
ERCC4,Q92889
ERCC5,P28715
ERCC6,Q03468
EREG,O14944
ERI1,Q8IV48
ERICH6B,Q5W0A0
ERLIN2,O94905
ERMARD,Q5T6L9
ERV3-1,Q14264
ESF1,Q9H501
ESPL1,Q14674
ESPNL,Q6ZVH7
ESRP1,Q6NXG1
ESRP2,Q9H6T0-2
ESYT1,Q9BSJ8
ESYT3,A0FGR9
ETFBKMT,Q8IXQ9
ETNK1,Q9HBU6
ETV4,P43268
EXOC1,Q9NV70
EXOC3L4,Q17RC7
EXOC4,Q96A65
EXOC5,O00471
EXOSC1,Q9Y3B2
EXPH5,Q8NEV8
EXTL1,Q92935
EXTL3,O43909
EYA4,O95677-4
EYS,Q5T1H1-1
EZR,P15311
F10,P00742
F7,P08709-2
F8,P00451
FAAP24,Q9BTP7
FABP1,P07148
FAH,P16930
FAM107A,O95990
FAM115C,A6NFQ2-2
FAM118B,Q9BPY3
FAM120B,Q96EK7
FAM135A,Q9P2D6
FAM13B,Q9NYF5
FAM151A,Q8WW52
FAM169B,Q8N8A8
FAM170B,A6NMN3
FAM171B,Q6P995
FAM180A,Q6UWF9
FAM186A,A6NE01
FAM193A,P78312
FAM200A,Q8TCP9
FAM205A,Q6ZU69
FAM229B,Q4G0N7
FAM234A,Q9H0X4
FAM234B,A2RU67
FAM24A,A6NFZ4
FAM43B,Q6ZT52
FAM47E,Q6ZV65
FAM71C,Q8NEG0
FAM71D,Q8N9W8
FAM71E2,Q8N5Q1
FAM83A,Q86UY5
FAM83D,Q9H4H8
FAM86B1,Q8N7N1
FAM8A1,Q9UBU6
FAM91A1,Q658Y4
FAM98A,Q8NCA5-2
FAM98C,Q17RN3
FANCA,O15360
FANCE,Q9HB96
FANCG,O15287
FANCI,Q9NVI1
FANCM,Q8IYD8
FAR1,Q8WVX9
FARP2,O94887
FARS2,O95363
FARSA,Q9Y285
FASLG,P48023
FASN,P49327
FASTKD2,Q9NYY8
FAT1,Q14517
FAT3,Q8TDW7-3
FAT4,Q6V0I7
FAU,P35544
FBLN2,P98095-2
FBLN7,Q53RD9
FBN2,P35556
FBN3,Q75N90
FBRSL1,Q9HCM7
FBXL13,Q8NEE6
FBXL19,Q6PCT2
FBXL21P,Q9UKT6
FBXL4,Q9UKA2
FBXO22,Q8NEZ5
FBXO30,Q8TB52
FBXO31,Q5XUX0
FBXO34,Q9NWN3
FBXO40,Q9UH90
FBXO7,Q9Y3I1
FBXW7,Q969H0
FCER2,P06734
FCGBP,Q9Y6R7
FCGR3A,P08637
FCHO1,O14526
FCN2,Q15485
FCRL5,Q96RD9
FCRL6,Q6DN72
FDCSP,Q8NFU4
FDFT1,P37268
FDPS,P14324
FECH,P22830-2
FER1L6,Q2WGJ9
FERMT3,Q86UX7-2
FES,P07332
FETUB,Q9UGM5
FEZ2,Q9UHY8-2
FFAR2,O15552
FGD2,Q7Z6J4
FGD5,Q6ZNL6
FGF21,Q9NSA1
FGF7,P21781
FGFBP1,Q14512
FGFBP3,Q8TAT2
FGFR1OP2,Q9NVK5
FGFR2,P21802-18
FGFR3,P22607-2
FGFRL1,Q8N441
FGGY,Q96C11-3
FH,P07954
FHAD1,B1AJZ9
FHDC1,Q9C0D6
FHOD3,Q2V2M9-3
FICD,Q9BVA6
FILIP1,Q7Z7B0
FKBPL,Q9UIM3
FKRP,Q9H9S5
FLCN,Q8NFG4
FLNB,O75369
FLNC,Q14315
FLRT1,Q9NZU1
FLT3,P36888
FLVCR1,Q9Y5Y0
FLVCR2,Q9UPI3
FLYWCH1,Q4VC44-2
FMO2,Q99518
FMO3,P31513
FNDC1,Q4ZHG4
FNDC3A,Q9Y2H6
FNDC3B,Q53EP0
FNDC7,E9PAZ5
FNDC9,Q8TBE3
FNIP2,Q9P278
FOCAD,Q5VW36
FOS,P01100
FOSL2,P15408
FOXA2,B0ZTD4
FOXB2,Q5VYV0
FOXK2,Q01167
FOXM1,Q08050
FOXN1,O15353
FOXN3,O00409
FOXP2,O15409-4
FOXP3,Q9BZS1
FOXP4,Q8IVH2
FOXRED1,Q96CU9
FPGT-TNNI3K,Q59H18-1
FREM2,Q5SZK8
FRMD1,Q8N878
FRMD6,Q96NE9-2
FRS3,O43559
FRY,Q5TBA9
FRZB,Q92765
FSCB,Q5H9T9
FSCN2,O14926
FSCN3,Q9NQT6
FSD1,Q9BTV5
FSD1L,Q9BXM9-2
FTO,Q9C0B1
FURIN,P09958
FUT11,Q495W5
FXN,Q16595
FZD10,Q9ULW2
G2E3,Q7L622
G6PD,P11413-3
GABPB2,Q8TAK5
GABRA5,P31644
GABRG1,Q8N1C3
GABRG3,Q99928
GAD1,Q99259
GALC,P54803
GALE,Q14376
GALK2,Q01415
GALNT1,Q10472
GALNT12,Q8IXK2
GALNT2,Q10471
GALNT5,Q7Z7M9
GALNT7,Q86SF2
GALNT8,Q9NY28
GALNTL6,Q49A17
GALP,Q9UBC7
GALR1,P47211
GALR3,O60755
GALT,P07902
GAN,Q9H2C0
GANC,Q8TET4
GAPVD1,Q14C86-6
GARRE1,O15063
GART,P22102
GAS2L3,Q86XJ1
GAS6,Q14393-2
GAS7,O60861
GAS8,O95995
GATA2,P23769
GATA4,P43694
GBA2,Q9HCG7
GBE1,Q04446
GBF1,Q92538
GBP3,Q9H0R5
GBP6,Q6ZN66
GBP7,Q8N8V2
GC,D6RAK8
GCC2,Q8IWJ2
GCDH,Q92947
GCG,P01275
GCNT1,Q02742
GCNT2,Q8NFS9
GCNT3,O95395
GCOM1,P0CAP1-11
GDA,Q9Y2T3
GDF10,P55107
GDF11,O95390
GDF5,P43026
GDF7,Q7Z4P5
GDF9,O60383
GDNF,P39905
GDPD3,Q7L5L3
GDPGP1,Q6ZNW5
GEMIN2,O14893
GEMIN4,P57678
GEMIN5,Q8TEQ6
GEMIN6,Q8WXD5
GFAP,P14136
GFM2,Q969S9
GFPT2,O94808
GGA3,Q9NZ52
GGCX,P38435
GGNBP2,Q9H3C7
GGT7,Q9UJ14
GH1,P01241
GHR,P10912
GHRHR,Q02643
GIGYF2,Q6Y7W6
GIMAP1,Q8WWP7
GIMAP4,Q9NUV9
GIMAP7,Q8NHV1
GIMAP8,Q8ND71
GINS4,Q9BRT9
GIPR,P48546
GJA1,P17302
GJA5,P36382
GJA8,P48165
GJB1,P08034
GJB2,P29033
GJB4,Q9NTQ9
GLCE,O94923
GLE1,Q53GS7
GLI1,P08151
GLI2,P10070
GLIPR1L1,Q6UWM5-2
GLIS1,Q8NBF1
GLIS2,Q9BZE0
GLIS3,Q8NEA6-2
GLMN,Q92990
GLRA1,P23415
GLT1D1,Q96MS3-2
GLT6D1,Q7Z4J2
GLYATL2,Q8WU03
GLYATL3,Q5SZD4
GLYCTK,Q8IVS8
GM2A,P17900
GMEB1,B1AT47
GMPR,P36959
GNA15,P30679
GNAS,Q5JWF2
GNB1,P62873
GNB1L,Q9BYB4
GNE,Q9Y223-2
GNGT2,O14610
GNL2,Q13823
GNL3,Q9BVP2
GOLGA4,Q13439
GOLGA5,Q8TBA6
GOLGA6L9,A6NEM1
GOLGB1,Q14789
GON4L,Q3T8J9-3
GORASP2,Q9H8Y8
GP5,P40197
GPAM,Q9HCL2
GPAT4,Q86UL3
GPATCH1,Q9BRR8
GPATCH2,Q9NW75
GPBP1,Q86WP2-2
GPER1,Q99527
GPHN,Q9NQX3-2
GPIHBP1,Q8IV16
GPNMB,Q14956-2
GPR111,Q8IZF7-2
GPR126,Q86SQ4-3
GPR137C,Q8N3F9
GPR142,Q7Z601
GPR146,Q96CH1
GPR151,Q8TDV0
GPR155,Q7Z3F1
GPR158,Q5T848
GPR17,Q13304
GPR4,P46093
GPR52,Q9Y2T5
GPR56,Q9Y653-2
GPR61,Q9BZJ8
GPRIN1,Q7Z2K8
GPRIN2,O60269
GPS2,Q13227
GPSM2,P81274
GRAMD1C,Q8IYS0
GRAMD2A,Q8IUY3
GRAMD2B,B7Z6D8
GREB1,Q4ZG55
GREB1L,Q9C091
GRHL2,Q6ISB3
GRHL3,G3XAF0
GRIA4,P48058
GRID1,Q9ULK0
GRIN3A,Q8TCU5
GRIN3B,O60391
GRIP1,Q9Y3R0-3
GRIPAP1,Q4V328
GRK1,Q15835
GRK4,P32298
GRK5,P34947
GRK6,P43250
GRM6,O15303
GRN,P28799
GRXCR1,A8MXD5
GSKIP,Q9P0R6
GSN,P06396
GSTCD,Q8NEC7
GSTK1,Q9Y2Q3
GSTP1,P09211
GTDC1,Q4AE62
GTF2E1,P29083
GTF2F2,P13984
GTF2H4,Q92759
GTF3A,Q92664
GTF3C1,Q12789
GTPBP1,O00178
GTPBP10,A4D1E9
GUCY2D,Q02846
GULP1,Q9UBP9
GXYLT1,Q4G148
GXYLT2,A0PJZ3
GYG1,P46976
GZF1,Q9H116
H12,P16403
H14,P10412
H17,Q75WM6
H2BC8,P62807
H6PD,O95479
HACD3,Q9P035
HACE1,Q8IYU2
HACL1,Q9UJ83
HADHB,P55084
HAO1,Q9UJM8
HARS2,P49590
HAT1,O14929
HAUS5,O94927
HAUS6,Q7Z4H7
HAVCR1,Q96D42
HAX1,O00165
HBA2,P69905
HBB,P68871
HBD,P02042
HBG1,D9YZU8
HBQ1,P09105
HBS1L,Q9Y450
HCAR3,E9PI97
HCLS1,P14317
HCN3,Q9P1Z3
HCN4,Q9Y3Q4
HDC,P19113
HDGFL2,Q7Z4V5
HEATR1,Q9H583
HEATR5B,Q9P2D3
HEATR6,Q6AI08
HECTD1,Q9ULT8
HECW1,Q76N89
HELB,Q8NG08
HELZ2,Q9BYK8
HEPACAM,Q14CZ8
HEPHL1,Q6MZM0
HEPN1,Q6WQI6
HERC2,O95714
HERC5,Q9UII4
HERC6,Q8IVU3
HERPUD1,Q15011
HEXDC,Q8WVB3-2
HEXIM2,Q96MH2
HFE,Q30201
HGD,Q93099
HGF,P14210
HGS,O14964
HHAT,Q5VTY9
HHLA1,C9JL84
HHLA3,Q9XRX5-2
HIC1,Q14526
HIC2,Q96JB3
HIF1A,Q16665
HIF3A,Q9Y2N7
HINFP,Q9BQA5
HIP1R,O75146
HIPK3,Q9H422
HIRA,P54198
HIRIP3,Q9BW71
HIVEP1,P15822
HIVEP3,Q5T1R4-2
HK1,P19367-3
HMCN1,Q96RW7
HMGCLL1,Q8TB92
HMGN4,O00479
HMMR,O75330-3
HNRNPA1,P09651
HOOK2,Q96ED9
HOOK3,Q86VS8
HORMAD2,Q8N7B1
HOXB7,P09629
HOXC6,P09630
HOXC9,P31274
HOXD3,P31249
HPN,P05981
HPS3,Q969F9
HPS6,Q86YV9
HPSE,Q9Y251
HPX,P02790
HR,O43593
HRAS,P01112
HRC,P23327
HRCT1,Q6UXD1
HRH2,Q7Z5R9
HS1BP3,Q53T59
HSD17B6,O14756
HSD17B8,Q92506
HSDL2,Q6YN16
HSF2,Q03933
HSF4,Q9ULV5
HSP90AA1,P07900-2
HSP90AB1,P08238
HSPA13,P48723
HSPA5,P11021
HSPA6,P17066
HSPB1,P04792
HSPB2,Q16082
HSPBP1,Q9NZL4
HSPD1,P10809
HSPG2,P98160
HTATIP2,Q9BUP3-3
HTR3D,Q70Z44
HTR5A,P47898
HTRA4,P83105
HUNK,P57058
IARS2,Q9NSE4
ICAM4,Q14773
ICE1,Q9Y2F5
IDS,P22304
IDUA,P35475
IFI16,Q16666-2
IFI30,P13284
IFI44L,Q53G44
IFIT2,P09913
IFIT5,Q13325
IFITM1,P13164
IFNA4,P05014
IFNGR1,P15260
IFT140,Q96RY7
IFT57,Q9NWB7
IFT74,Q96LB3
IGF2BP2,Q9Y6M1
IGF2R,P11717
IGFBP4,P22692
IGHMBP2,P38935
IGSF10,Q6WRI0
IGSF3,A6NJZ6
IGSF5,Q9NSI5
IGSF8,Q969P0
IGSF9,Q9P2J2
IKBKG,Q9Y6K9-2
IKZF5,Q9H5V7
IL12RB1,P42701
IL12RB2,Q99665
IL13,P35225
IL17RB,Q9NRM6
IL17RC,Q8NAC3
IL19,Q5VUT3
IL1F10,Q8WWZ1
IL1RL2,Q9HB29
IL20RB,Q6UXL0
IL22RA2,Q969J5
IL27RA,Q6UWB1
IL36A,Q9UHA7
IL36G,Q9NZH8
IL7R,P16871
ILF3,Q12906
IMP4,Q96G21
IMPA2,O14732
IMPDH1,A4D0Z6
IMPDH2,P12268
IMPG1,Q17R60
INCENP,Q9NQS7
ING1,Q9UK53
ING3,Q9NXR8
INPP4A,Q96PE3
INPP4B,O15327
INPP5F,Q9Y2H2
INPP5J,Q15735
INSL4,Q14641
INSL6,Q9Y581
INSR,P06213
INSYN2B,A6NMK8
INTS3,Q68E01-2
INTS8,Q75QN2
INTS9,Q9NV88
IPCEF1,Q8WWN9-2
IPO5,O00410-3
IPO7,O95373
IQCA1,Q86XH1
IQCE,Q6IPM2
IQCF2,Q8IXL9
IQCG,Q9H095
IQCN,E9PDE0
IQGAP2,Q13576
IQGAP3,Q86VI3
IRAG2,Q12912
IRAK1BP1,Q5VVH5
IRAK2,O43187
IRAK3,Q9Y616
IRAK4,Q9NWZ3
IRF3,Q14653
IRS4,O14654
ISL2,Q96A47
ISLR,O14498
ISLR2,Q6UXK2
ISM2,Q6H9L7
ISX,Q2M1V0
ITGA10,O75578
ITGA2,P17301
ITGA3,P26006-1
ITGAL,P20701
ITGAM,P11215
ITGAX,P20702
ITGB2,P05107
ITGB4,P16144
ITGB8,P26012
ITIH2,P19823
ITIH3,Q06033
ITIH5,Q86UX2
ITK,Q08881
ITM2C,Q9NQX7
ITPKA,P23677
ITPR2,Q14571
ITPRID1,Q6ZRS4
ITPRID2,P28290
JADE2,Q9NQC1
JAK3,P52333
JAKMIP2,Q96AA8
JAM2,P57087
JARID2,Q92833
JCHAIN,P01591
JDP2,Q8WYK2
JHY,Q6NUN7
JMJD1C,Q15652
JMJD7,P0C869-6
KANK1,Q14678
KANK4,Q5T7N3
KASH5,Q8N6L0
KAT5,Q92993-3
KAT6A,Q92794
KAT6B,Q8WYB5
KATNIP,O60303
KAZN,Q674X7
KCNAB1,Q14722
KCNB2,Q92953
KCND1,Q9NSA2
KCND2,Q9NZV8
KCNE1,P15382
KCNE2,Q9Y6J6
KCNG4,Q8TDN1
KCNH2,Q12809
KCNH3,Q9ULD8
KCNH6,Q9H252
KCNH8,Q96L42
KCNIP3,Q9Y2W7
KCNJ10,P78508
KCNJ11,B2RC52
KCNJ16,Q9NPI9
KCNK1,O00180
KCNK13,Q9HB14
KCNK16,Q96T55-4
KCNK2,O95069-2
KCNK9,Q9NPC2
KCNMA1,Q12791
KCNN2,Q9H2S1
KCNQ5,A6PVT6
KCNS3,Q9BQ31
KCNV2,Q8TDN2
KCTD10,Q9H3F6
KCTD17,Q8N5Z5-2
KCTD20,Q7Z5Y7
KCTD7,Q96MP8
KDM1B,A2A2C6
KDM3A,Q9Y4C1
KDM4C,Q9H3R0
KDM4D,Q6B0I6
KDM4E,B2RXH2
KHNYN,O15037
KIAA0232,Q92628
KIAA0319,Q5VV43
KIAA0513,O60268
KIAA0586,E9PGW8
KIAA0754,O94854
KIAA0922,A2VDJ0-5
KIAA1109,Q2LD37
KIAA1191,Q96A73
KIAA1217,Q5T5P2
KIAA1522,Q9P206-2
KIAA1614,Q5VZ46
KIAA1671,Q9BY89
KIAA1841,Q6NSI8
KIAA1958,Q8N8K9
KIAA2026,Q5HYC2
KIDINS220,Q9ULH0
KIF11,P52732
KIF13B,F8VPJ2
KIF14,Q15058
KIF15,Q9NS87
KIF16B,Q96L93
KIF1C,O43896
KIF20A,O95235
KIF20B,Q96Q89-3
KIF23,Q02241
KIF24,Q5T7B8
KIF26A,Q9ULI4
KIF2B,Q8N4N8
KIF2C,Q99661
KIF3C,O14782
KIF4B,Q2VIQ3
KIF5B,P33176
KIFC1,Q9BW19
KIFC2,Q96AC6
KIN,O60870
KIT,P10721
KL,Q9UEF7
KLB,Q86Z14
KLC1,F8VTM4
KLC3,Q6P597
KLF3,P57682
KLF8,O95600
KLHDC2,Q9Y2U9
KLHDC7B,Q96G42
KLHDC9,Q8NEP7
KLHL10,Q6JEL2
KLHL17,Q6TDP4
KLHL20,Q9Y2M5
KLHL21,Q9UJP4
KLHL24,Q6TFL4
KLHL25,Q9H0H3
KLHL26,Q53HC5
KLHL28,Q9NXS3
KLHL3,Q9UH77
KLHL32,Q96NJ5
KLHL40,Q2TBA0
KLHL41,O60662
KLHL42,Q9P2K6
KLHL5,Q96PQ7
KLK2,P20151
KLK3,Q8NCW4
KLKB1,P03952
KLRK1,P26718
KMT2A,Q03164
KMT2B,Q9UMN6
KMT2C,Q8NEZ4
KMT2D,O14686
KMT2E,Q8IZD2
KNDC1,Q76NI1
KNSTRN,Q9Y448
KNTC1,P50748
KPNA7,A9QM74
KPNB1,Q14974
KPRP,Q5T749
KRBA1,A5PL33
KREMEN1,Q96MU8-2
KRIT1,O00522
KRT1,P04264
KRT10,P13645
KRT12,Q99456
KRT13,P13646
KRT14,P02533
KRT15,P19012
KRT16,P08779
KRT17,Q04695
KRT18,P05783
KRT2,P35908
KRT24,Q2M2I5
KRT25,Q7Z3Z0
KRT3,P12035
KRT5,P13647
KRT6A,P02538
KRT74,Q7RTS7
KRT75,O95678
KRT8,P05787
KRT86,O43790
KRT9,P35527
KSR1,Q8IVT5
KTN1,Q86UP2
L1TD1,Q5T7N2
L3MBTL1,Q9Y468-1
LAMA2,P24043
LAMA3,Q16787
LAMB1,P07942
LAMB3,Q13751
LAMC1,P11047
LAMC2,Q13753
LAMC3,Q9Y6N6
LAMP1,P11279
LAMP3,Q9UQV4
LAPTM4B,Q86VI4
LAPTM5,Q13571
LARGE1,O95461
LARGE2,Q8N3Y3
LARS1,Q9P2J5
LARS2,Q15031
LAX1,Q8IWV1
LCA5,Q86VQ0
LCE3D,Q9BYE3
LCK,P06239
LCN2,P80188
LCOR,Q8N655
LDAH,Q9H6V9
LDB3,O75112
LDHA,P00338
LDHC,P07864
LEMD1,Q68G75-5
LENG8,Q96PV6-2
LETM2,E9PMA4
LETMD1,Q6P1Q0
LEXM,Q3ZCV2
LGALS1,P09382
LGALS12,Q96DT0
LGALS13,Q9UHV8
LGALS8,O00214-2
LGI3,Q8N145
LGI4,Q8N135
LGR4,Q9BXB1
LGR5,O75473
LGR6,Q9HBX8
LGSN,Q5TDP6
LHCGR,P22888
LHX4,Q969G2
LIAS,O43766
LIG4,P49917
LILRB1,Q8NHL6-3
LILRB3,O75022-3
LILRB4,Q8NHJ6
LILRB5,O75023-3
LIMA1,Q59FE8
LIMCH1,Q9UPQ0
LIMD1,Q9UGP4
LIN28B,Q6ZN17
LINC02875,Q86X59
LINC02902,Q6ZTY9
LINC02908,Q6ZV77
LIPF,P07098
LIPG,Q9Y5X9
LITAF,Q99732
LLCFC1,Q96L11
LMAN1L,Q9HAT1
LMAN2,Q12907
LMNA,P02545
LMO4,P61968
LMOD2,Q6P5Q4
LMTK2,Q8IWU2
LNP1,A1A4G5
LNPEP,Q9UIQ6
LOX,P28300
LPA,P08519
LPHN2,O95490-2
LPIN3,Q9BQK8
LPP,Q93052
LRAT,O95237
LRATD2,Q96KN1
LRBA,P50851
LRCH3,Q96II8-3
LRCH4,O75427
LRFN4,Q6PJG9
LRFN5,Q96NI6
LRGUK,Q96M69
LRMDA,Q9H2I8
LRP1,Q07954
LRP1B,Q9NZR2
LRP2,P98164
LRP5,O75197
LRP8,Q14114
LRPAP1,P30533
LRR1,Q96L50
LRRC1,Q9BTT6
LRRC23,Q53EV4
LRRC25,Q8N386
LRRC30,A6NM36
LRRC32,Q14392
LRRC37B,Q96QE4
LRRC43,Q8N309
LRRC49,Q8IUZ0
LRRC56,Q8IYG6
LRRC70,Q7Z2Q7
LRRC71,Q8N4P6
LRRC73,Q5JTD7
LRRC74A,Q0VAA2
LRRC8A,Q8IWT6
LRRC8B,Q6P9F7
LRRC8C,Q8TDW0
LRRIQ1,Q96JM4
LRRIQ3,A6PVS8
LRRIQ4,A6NIV6
LRRK1,Q38SD2
LRRK2,Q5S007
LRRN1,Q6UXK5
LRRTM3,Q86VH5
LRTM1,Q9HBL6
LRTOMT,Q8WZ04
LRWD1,Q9UFC0
LSG1,Q9H089
LSM14A,Q8ND56-2
LSM8,O95777
LTBR,P36941
LTV1,Q96GA3
LURAP1,Q96LR2
LURAP1L,Q8IV03
LVRN,Q6Q4G3
LXN,Q9BS40
LY75,O60449
LY75-CD302,O60449
LY86,O95711
LYG2,Q86SG7
LYRM1,O43325
LYSMD4,Q5XG99-2
LYST,Q99698
LZTS1,Q9Y250
MAATS1,Q7Z4T9-7
MACROD2,A1Z1Q3-2
MAD1L1,Q9Y6D9
MAD2L2,Q9UI95
MADD,Q8WXG6
MAEL,Q96JY0
MAGEC1,O60732
MAGEF1,Q9HAY2
MAGI3,Q5TCQ9-4
MALSU1,Q96EH3
MALT1,Q9UDY8
MAMDC2,Q7Z304
MAML2,Q8IZL2
MAN2A1,Q16706
MAN2A2,P49641
MAN2B2,Q9Y2E5
MANEA,Q5SRI9
MANEAL,Q5VSG8
MAP10,Q9P2G4
MAP1A,P78559
MAP1B,P46821
MAP1S,Q66K74
MAP2,P11137
MAP2K4,P45985
MAP3K1,Q13233
MAP3K13,O43283
MAP3K20,Q9NYL2
MAP3K3,Q99759
MAP4,P27816
MAP4K1,Q92918-2
MAP7,Q14244
MAPK15,Q8TD08
MAPK8IP3,Q9UPT6
MAPKAPK3,Q16644
MAPKAPK5,Q8IW41
MAPKBP1,O60336
MAPRE1,Q15691
MARCHF7,Q9H992
MARS2,Q96GW9
MAS1,P04201
MASP1,P48740-2
MAST2,Q6P0Q8
MAST4,O15021-3
MAT2B,Q9NZL9
MATN2,O00339
MATN3,O15232
MBD1,Q9UIS9
MBD5,Q9P267
MBOAT2,Q6ZWT7
MBTPS1,Q14703
MCC,P23508-2
MCCC1,Q96RQ3
MCEMP1,Q8IX19
MCM3AP,O60318
MCM4,P33991
MCM8,Q9UJA3
MCM9,Q9NXL9-2
MCMBP,Q9BTE3
MCMDC2,Q4G0Z9
MCOLN1,Q9GZU1
MCPH1,Q8NEM0
MDFI,Q99750
MDH2,P40926
MDM4,O15151
MDN1,Q9NU22
ME1,P48163
ME2,P23368
MEAK7,Q6P9B6
MECOM,Q03112-3
MECP2,P51608-2
MED1,Q15648
MED12L,Q86YW9
MED18,Q9BUE0
MED26,O95402
MED29,B4DUA7
MED7,O43513
MEF2A,Q02078-5
MEFV,O15553
MEGF10,Q96KG7
MEGF6,O75095
MEGF8,Q7Z7M0-2
MEN1,O00255
MEP1A,Q16819
MEPE,Q9NQ76
MET,P08581
METAP1,P53582
METAP1D,Q6UB28
METTL11B,Q5VVY1
METTL21A,Q8WXB1
METTL22,Q9BUU2
METTL3,Q86U44
METTL4,Q8N3J2
METTL7A,Q9H8H3
METTL8,Q9H825
MFAP3,P55082
MFGE8,Q08431
MFHAS1,Q9Y4C4
MFN2,O95140
MFSD13A,Q14CX5
MFSD2B,A6NFX1
MFSD4B,Q5TF39
MFSD6,Q6ZSS7
MFSD9,Q8NBP5
MGARP,Q8TDB4
MGAT1,P26572
MGME1,Q9BQP7
MIA,Q16674
MIA2,O15320
MIA2,Q96PC5-2
MIB1,Q86YT6
MICAL1,Q8TDZ2
MICAL2,O94851
MICAL3,Q7RTP6
MICALL1,Q8N3F8
MIDEAS,Q6PJG2
MINAR1,Q9UPX6
MINDY4,Q4G0A6
MIR11HG,Q9H1L0
MIS18BP1,Q6P0N0
MKI67,P46013
MKKS,Q9NPJ1
MKRN1,Q9UHC7
MKS1,Q9NXB0
MLH1,P40692
MLH3,Q9UHC1
MMADHC,Q9H3L0
MME,P08473
MMP17,Q9ULZ9
MMP24,Q9Y5R2
MMP25,Q9NPA2
MMP26,Q9NRE1
MMRN1,Q13201
MMRN2,Q9H8L6
MMS19,Q96T76
MMUT,P22033
MOB3A,Q96BX8
MOCOS,Q96EN8
MOGAT2,Q3SYC2
MON1B,Q7L1V2
MON2,Q7Z3U7-4
MPDZ,O75970-2
MPHOSPH10,O00566
MPO,P05164
MPP1,Q00013
MPV17,P39210
MPZ,P25189
MPZL2,O60487
MRE11,P49959
MRI1,Q9BV20
MRM3,Q9HC36
MROH5,Q6ZUA9
MROH7,Q68CQ1
MRPL19,P49406
MRPL30,Q8TCC3
MRPL48,Q96GC5
MRPL52,Q86TS9
MRPS15,P82914
MRPS18A,Q9NVS2
MRPS2,Q9Y399
MRPS22,P82650
MRPS28,Q9Y2Q9
MRPS35,P82673
MRPS36,P82909
MRPS7,Q9Y2R9
MRRF,Q96E11
MRS2,Q9HD23
MRTFA,Q969V6
MS4A14,Q96JA4
MS4A2,Q01362
MS4A5,Q9H3V2
MS4A7,Q9GZW8
MSH2,P43246
MSH6,P52701
MSL3,Q8N5Y2
MSX1,P28360
MTA3,Q9BTC8-2
MTBP,Q96DY7
MTERF1,Q99551
MTF2,Q9Y483
MTFR2,Q6P444
MTG1,Q9BT17
MTHFD1,G3V2B8
MTHFD2L,Q9H903
MTIF2,P46199
MTMR2,Q13614
MTMR3,Q13615
MTOR,P42345
MTR,Q99707
MTREX,P42285
MTRFR,Q9H3J6
MTRR,Q9UBK8
MTUS1,Q9ULD2
MTUS2,Q5JR59
MUC15,E9PII6
MUC16,B5ME49
MUC2,E7EUV1
MUC21,Q5SSG8
MUCL3,E9PEI6
MUS81,Q96NY9
MVB12A,Q96EY5
MVD,P53602
MX1,P20591
MX2,P20592
MXD4,Q14582
MXI1,P50539-3
MYBL2,P10244
MYBPC2,Q14324
MYBPHL,A2RUH7
MYCBPAP,Q8TBZ2
MYCT1,Q8N699
MYF6,P23409
MYH13,Q9UKX3
MYH3,P11055
MYH4,Q9Y623
MYH6,P13533
MYH7B,A7E2Y1
MYH8,P13535
MYL5,Q02045
MYLK,Q15746
MYO10,Q9HD67
MYO15A,Q9UKN7
MYO16,Q9Y6X6
MYO18B,F5GYU7
MYO19,Q96H55
MYO1A,Q9UBC5
MYO1B,O43795
MYO3A,Q8NEV4
MYO5A,Q9Y4I1
MYO5C,Q9NQX4
MYO7A,Q13402
MYO7B,Q6PIF6
MYO9A,B2RTY4
MYO9B,Q13459
MYOC,Q99972
MYOCD,Q8IZQ8
MYOF,Q9NZM1
MYOM2,P54296
MYOZ2,Q9NPC6
MYRF,Q9Y2G1
MYRIP,Q8NFW9
MYT1,Q01538
MZT2B,Q6NZ67
